id,label,timeset,entity_type,indegree,outdegree,degree,weighted indegree,weighted outdegree,weighted degree,eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,modularity_class,componentnumber,strongcompnum,eigencentrality,clustering
danielalippke,danielalippke,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,458,0.0,0.5
dariusaryadigs,dariusaryadigs,,user,0,4,4,0.0,6.0,6.0,6.0,0.2637931034482759,0.2795933188090051,0.0,9,0,459,0.0,0.5833333134651184
davidhartmann,davidhartmann,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,460,0.0,0.5
davidpetts1,davidpetts1,,user,0,2,2,0.0,4.0,4.0,6.0,0.25613839285714285,0.27200435729847516,0.0,2,0,461,0.0,0.5
davidpwhittle,davidpwhittle,,user,0,3,3,0.0,4.0,4.0,6.0,0.2740298507462687,0.29030501089324606,0.0,20,0,462,0.0,0.5
davidwh27940169,davidwh27940169,,user,0,2,2,0.0,2.0,2.0,6.0,0.26577880718008107,0.278395061728395,0.0,9,0,463,0.0,0.5
daytheelf,daytheelf,,user,3,5,8,3.0,12.0,15.0,6.0,0.33676470588235297,0.3609170305676864,17.36756576756577,9,0,311,0.03151002232913467,0.5666666626930237
dccomm,dccomm,,user,27,22,49,130.0,94.0,224.0,5.0,0.42018348623853213,0.4564046579330438,5586.259948507468,9,0,311,0.1524922890824778,0.19756098091602325
dcigdem,dcigdem,,user,0,3,3,0.0,4.0,4.0,6.0,0.3321273516642547,0.35334059549745866,0.0,21,0,464,0.0,0.6666666865348816
deborahsuggryan,deborahsuggryan,,user,0,2,2,0.0,2.0,2.0,6.0,0.30997304582210244,0.32728260869565207,0.0,13,0,466,0.0,0.0
debraforan,debraforan,,user,4,3,7,5.0,8.0,13.0,6.0,0.3015141540487163,0.32157933042212483,0.0,9,0,311,0.005672648869926784,0.4000000059604645
defjoy,defjoy,,user,0,2,2,0.0,2.0,2.0,6.0,0.3333333333333333,0.3514887436456066,0.0,9,0,467,0.0,0.5
denairport,denairport,,user,2,0,2,3.0,0.0,3.0,0.0,0.0,0.0,0.0,7,0,239,0.005155668274393098,0.0
derekjohnbryant,derekjohnbryant,,user,0,4,4,0.0,6.0,6.0,6.0,0.31013513513513513,0.3290849673202614,0.0,9,0,468,0.0,0.25
devinleaward,devinleaward,,user,0,2,2,0.0,3.0,3.0,6.0,0.2606473594548552,0.2732752360203342,0.0,9,0,469,0.0,0.5
dhhutzler,dhhutzler,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,470,0.0,0.5
dicrescerachel,dicrescerachel,,user,0,2,2,0.0,2.0,2.0,7.0,0.22555282555282555,0.23780993879033188,0.0,19,0,471,0.0,0.5
diffendale,diffendale,,user,11,14,25,15.0,32.0,47.0,6.0,0.3059452237808951,0.3372634643376998,4966.42003087748,16,0,311,0.05698280334265366,0.13224637508392334
digitallatin,digitallatin,,user,2,0,2,4.0,0.0,4.0,0.0,0.0,0.0,0.0,9,0,178,0.02671990326755389,1.0
digmyart,digmyart,,user,12,8,20,36.0,20.0,56.0,6.0,0.3154269972451791,0.3398107714701601,1683.471643310195,7,0,311,0.05537140487662074,0.1461988240480423
dimitrinakassis,dimitrinakassis,,user,0,2,2,0.0,2.0,2.0,6.0,0.31013513513513513,0.32745098039215675,0.0,21,0,472,0.0,0.0
disinvictis,disinvictis,,user,0,5,5,0.0,8.0,8.0,6.0,0.29555698647778494,0.31343500363108145,0.0,7,0,473,0.0,0.4000000059604645
diyclassics,diyclassics,,user,78,87,165,630.0,639.0,1269.0,5.0,0.49836779107725787,0.5628457059679778,57267.29828424318,9,0,311,0.31116646102429435,0.05739755928516388
dj_kennett,dj_kennett,,user,4,0,4,7.0,0.0,7.0,0.0,0.0,0.0,0.0,20,0,224,0.033254115659581716,0.4166666567325592
don_share,don_share,,user,0,4,4,0.0,6.0,6.0,7.0,0.24145186743819042,0.25474115572154843,0.0,22,0,474,0.0,0.25
donnazuck,donnazuck,,user,15,2,17,34.0,2.0,36.0,7.0,0.22561576354679802,0.23756498232480863,16.17115448878605,9,0,311,0.08177191552148656,0.2083333283662796
dorothyking,dorothyking,,user,2,4,6,2.0,8.0,10.0,6.0,0.27507507507507506,0.2929403202328965,2.914321789321789,9,0,311,0.013992124092248167,0.36666667461395264
douglasboin,douglasboin,,user,1,5,6,1.0,8.0,9.0,6.0,0.25234159779614324,0.26914119359534244,0.0,9,0,311,0.012661876336282836,0.23333333432674408
douglasyardley,douglasyardley,,user,0,2,2,0.0,2.0,2.0,7.0,0.22184630256162396,0.23166822284469452,0.0,16,0,475,0.0,0.5
dovesandletters,dovesandletters,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,476,0.0,0.5
dr_ahl,dr_ahl,,user,1,5,6,2.0,8.0,10.0,7.0,0.22243807673627974,0.2354855479309637,1.0,15,0,311,0.003349856590372223,0.15000000596046448
drarlenehh,drarlenehh,,user,1,0,1,3.0,0.0,3.0,0.0,0.0,0.0,0.0,9,0,232,0.008276048536693108,0.0
drcabaron,drcabaron,,user,0,3,3,0.0,4.0,4.0,5.0,0.3430493273542601,0.36365286855483014,0.0,19,0,477,0.0,0.1666666716337204
drcraigmorley,drcraigmorley,,user,0,3,3,0.0,4.0,4.0,7.0,0.25757575757575757,0.27108102500259385,0.0,19,0,478,0.0,0.3333333432674408
drewjakeprof,drewjakeprof,,user,0,3,3,0.0,8.0,8.0,7.0,0.2534435261707989,0.2654554865424434,0.0,7,0,479,0.0,0.3333333432674408
drjtheodore,drjtheodore,,user,0,2,2,0.0,2.0,2.0,6.0,0.3097165991902834,0.3269063180827885,0.0,9,0,480,0.0,0.5
drlisatrentin,drlisatrentin,,user,5,9,14,7.0,18.0,25.0,7.0,0.2603752131893121,0.28360885839051797,1999.1073036770995,8,0,311,0.03591325091762987,0.11363636702299118
drmagennis,drmagennis,,user,0,2,2,0.0,2.0,2.0,6.0,0.3099257258609048,0.327269426289034,0.0,2,0,481,0.0,0.0
drmjcwarren,drmjcwarren,,user,0,13,13,0.0,24.0,24.0,6.0,0.3574766355140187,0.3915032679738573,0.0,2,0,482,0.0,0.25
duclassicspgr,duclassicspgr,,user,0,29,29,0.0,65.0,65.0,5.0,0.3855120732722731,0.430309575233983,0.0,19,0,486,0.0,0.08990147709846497
dukeuncclas,dukeuncclas,,user,0,2,2,0.0,2.0,2.0,6.0,0.3333333333333333,0.3514887436456066,0.0,9,0,487,0.0,0.5
durham_classics,durham_classics,,user,0,2,2,0.0,2.0,2.0,8.0,0.21388630009319665,0.22256198775806738,0.0,7,0,488,0.0,0.5
duskatrkulja1,duskatrkulja1,,user,0,2,2,0.0,2.0,2.0,6.0,0.3130968622100955,0.33144517066085677,0.0,9,0,489,0.0,0.5
dustinsimm0ns,dustinsimm0ns,,user,0,2,2,0.0,2.0,2.0,7.0,0.2534511319712866,0.26410934744268105,0.0,9,0,490,0.0,0.5
duxbritanniarum,duxbritanniarum,,user,1,3,4,1.0,4.0,5.0,1.0,1.0,1.0,0.0,19,0,485,7.638721290692608E-4,0.25
dyiclassics,dyiclassics,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,308,0.015857346424516233,0.0
dzickus,dzickus,,user,0,3,3,0.0,8.0,8.0,6.0,0.2998040496407577,0.3145606390704426,0.0,2,0,491,0.0,0.1666666716337204
eagle_project,eagle_project,,user,15,0,15,21.0,0.0,21.0,0.0,0.0,0.0,0.0,6,0,266,0.08801847213719889,0.15238095819950104
earchaeol,earchaeol,,user,4,11,15,7.0,22.0,29.0,5.0,0.37882547559966917,0.409170305676857,2098.039973123077,16,0,311,0.004336268769387232,0.15934066474437714
effiechilia,effiechilia,,user,0,2,2,0.0,2.0,2.0,8.0,0.18374699759807847,0.19171075837742613,0.0,9,0,492,0.0,0.5
eid,eid,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,303,0.012661876336282836,0.0
eidolon_journal,eidolon_journal,,user,46,14,60,69.0,28.0,97.0,6.0,0.3456603773584906,0.3755458515283849,11100.472122353018,19,0,311,0.21194740573298698,0.11986532062292099
ekansa,ekansa,,user,0,7,7,0.0,16.0,16.0,6.0,0.33949704142011833,0.3670297748729131,0.0,23,0,493,0.0,0.2857142984867096
el_lobo1314,el_lobo1314,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,494,0.0,0.5
electricarchaeo,electricarchaeo,,user,6,2,8,14.0,2.0,16.0,7.0,0.2346311475409836,0.2484040341027248,144.2085248730901,21,0,311,0.050988267893572824,0.375
elenidedes,elenidedes,,user,0,2,2,0.0,2.0,2.0,8.0,0.18374699759807847,0.19171075837742613,0.0,9,0,495,0.0,0.5
elisabethstorrs,elisabethstorrs,,user,0,10,10,0.0,22.0,22.0,6.0,0.315358361774744,0.34040404040404054,0.0,6,0,496,0.0,0.17777778208255768
elliemackin,elliemackin,,user,0,3,3,0.0,4.0,4.0,1.0,1.0,1.0,0.0,6,0,499,0.0,0.0
em_n_em_n_em,em_n_em_n_em,,user,0,3,3,0.0,4.0,4.0,5.0,0.3704600484261501,0.3952795933188101,0.0,9,0,500,0.0,0.3333333432674408
emcelestini,emcelestini,,user,0,2,2,0.0,4.0,4.0,1.0,1.0,1.0,0.0,7,0,501,0.0,0.5
emilyrodriguez,emilyrodriguez,,user,0,3,3,0.0,4.0,4.0,6.0,0.28615960099750626,0.3030864197530861,0.0,9,0,502,0.0,0.3333333432674408
emmatonkin,emmatonkin,,user,0,4,4,0.0,10.0,10.0,6.0,0.3338181818181818,0.3536673928830794,0.0,9,0,503,0.0,0.25
epbutler,epbutler,,user,0,3,3,0.0,4.0,4.0,5.0,0.3427931292008962,0.3632897603485846,0.0,9,0,504,0.0,0.6666666865348816
erincgw,erincgw,,user,7,0,7,11.0,0.0,11.0,0.0,0.0,0.0,0.0,7,0,231,0.023924634078361574,0.095238097012043
eta_sigma_phi,eta_sigma_phi,,user,2,0,2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,9,0,288,0.0215265799386936,1.0
evelien_bracke,evelien_bracke,,user,0,5,5,0.0,8.0,8.0,6.0,0.3082605775688381,0.3275599128540303,0.0,6,0,505,0.0,0.30000001192092896
evrybdysinshwbz,evrybdysinshwbz,,user,0,2,2,0.0,2.0,2.0,7.0,0.24717285945072698,0.25957049486461287,0.0,9,0,506,0.0,0.5
ewg118,ewg118,,user,1,11,12,2.0,26.0,28.0,6.0,0.35015290519877673,0.38009461426492097,23.524951831158912,6,0,311,0.015857346424516233,0.3181818127632141
fauwaterloo,fauwaterloo,,user,0,2,2,0.0,2.0,2.0,7.0,0.2714370195150798,0.28585952899678374,0.0,9,0,507,0.0,0.5
femiabodunde,femiabodunde,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,508,0.0,0.3333333432674408
fersilari1,fersilari1,,user,0,4,4,0.0,6.0,6.0,7.0,0.2361111111111111,0.24776947816163572,0.0,6,0,509,0.0,0.5
findelijahbook,findelijahbook,,user,0,2,2,0.0,2.0,2.0,6.0,0.2766845557543232,0.2911278735632181,0.0,19,0,510,0.0,0.5
fledgelingfem,fledgelingfem,,user,0,2,2,0.0,2.0,2.0,6.0,0.3097165991902834,0.3269063180827885,0.0,9,0,511,0.0,0.5
flinarchaeology,flinarchaeology,,user,0,2,2,0.0,4.0,4.0,6.0,0.2963202065848935,0.3115468409586053,0.0,9,0,512,0.0,0.5
floudageorgia,floudageorgia,,user,0,3,3,0.0,8.0,8.0,6.0,0.30702341137123745,0.3241103848946984,0.0,6,0,513,0.0,0.1666666716337204
forcardassia,forcardassia,,user,0,5,5,0.0,8.0,8.0,6.0,0.2870544090056285,0.30885984023238905,0.0,19,0,514,0.0,0.550000011920929
frantasticx,frantasticx,,user,33,59,92,72.0,239.0,311.0,5.0,0.45436507936507936,0.5130640465793318,21012.25349033303,9,0,311,0.15371178591707402,0.1013249009847641
fredkiesche,fredkiesche,,user,0,5,5,0.0,8.0,8.0,6.0,0.29555698647778494,0.31343500363108145,0.0,7,0,515,0.0,0.4000000059604645
fw_medieval,fw_medieval,,user,0,3,3,0.0,4.0,4.0,6.0,0.3180873180873181,0.33623819898329704,0.0,20,0,516,0.0,0.5
gabe55gabe,gabe55gabe,,user,0,5,5,0.0,12.0,12.0,6.0,0.25873731679819617,0.27883079157588975,0.0,20,0,517,0.0,0.550000011920929
gabssydney26,gabssydney26,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,518,0.0,0.5
gadeiros,gadeiros,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,519,0.0,0.5
gailstrickland1,gailstrickland1,,user,0,2,2,0.0,2.0,2.0,6.0,0.299412915851272,0.3131082062454607,0.0,9,0,520,0.0,0.5
garciadinrap,garciadinrap,,user,0,5,5,0.0,8.0,8.0,6.0,0.25656791503633314,0.2752723311546843,0.0,2,0,521,0.0,0.4000000059604645
gardendmd,gardendmd,,user,0,3,3,0.0,4.0,4.0,7.0,0.2390625,0.2511100736590938,0.0,2,0,522,0.0,0.3333333432674408
gary_knight2424,gary_knight2424,,user,0,4,4,0.0,6.0,6.0,6.0,0.26558891454965355,0.28097826086956523,0.0,9,0,524,0.0,0.4166666567325592
geohum_sig,geohum_sig,,user,0,3,3,0.0,4.0,4.0,6.0,0.3335755813953488,0.35257806826434307,0.0,7,0,525,0.0,0.3333333432674408
george_tsolakis,george_tsolakis,,user,1,13,14,1.0,46.0,47.0,6.0,0.3523076923076923,0.3844614264919953,99.02662802883404,9,0,311,0.01770317450230441,0.3076923191547394
gephi,gephi,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,306,0.01167196195967368,0.0
gettypubs,gettypubs,,user,6,2,8,8.0,2.0,10.0,1.0,1.0,1.0,0.0,10,0,268,0.02360072393606383,0.3095238208770752
ghileneh,ghileneh,,user,0,3,3,0.0,4.0,4.0,6.0,0.3335755813953488,0.35257806826434307,0.0,9,0,526,0.0,0.3333333432674408
gimelresh,gimelresh,,user,0,2,2,0.0,2.0,2.0,6.0,0.27452153110047844,0.28812636165577304,0.0,9,0,527,0.0,0.5
ginevracat,ginevracat,,user,0,2,2,0.0,2.0,2.0,7.0,0.2714370195150798,0.28585952899678374,0.0,9,0,528,0.0,0.5
ginlindzey,ginlindzey,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,529,0.0,0.3333333432674408
giveawaybucket,giveawaybucket,,user,0,2,2,0.0,2.0,2.0,6.0,0.3280914939242316,0.347785039941903,0.0,9,0,530,0.0,0.5
giveawaynood,giveawaynood,,user,0,5,5,0.0,8.0,8.0,6.0,0.2619047619047619,0.2779942279942281,0.0,11,0,534,0.0,0.05000000074505806
gloriamugelli,gloriamugelli,,user,3,6,9,7.0,10.0,17.0,6.0,0.3347857661583152,0.3557483731019525,918.9999999999999,17,0,536,0.0026787692546816227,0.2380952388048172
glynnisfawkes,glynnisfawkes,,user,10,17,27,36.0,34.0,70.0,5.0,0.3555900621118012,0.39017467248908333,3575.7525496285766,9,0,311,0.07471776371956738,0.18478260934352875
gmonaha,gmonaha,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,537,0.0,0.5
greggiven,greggiven,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,538,0.0,0.3333333432674408
grumpyyetamusin,grumpyyetamusin,,user,0,3,3,0.0,4.0,4.0,6.0,0.2631880733944954,0.2774146695715323,0.0,9,0,539,0.0,0.6666666865348816
harrybulzonya,harrybulzonya,,user,0,2,2,0.0,2.0,2.0,7.0,0.23684210526315788,0.24689801846664652,0.0,9,0,540,0.0,0.5
harvard_press,harvard_press,,user,5,3,8,7.0,4.0,11.0,6.0,0.2623138602520046,0.27707423580786034,4.894271911663214,9,0,311,0.06517570603566233,0.6071428656578064
hashtagoras,hashtagoras,,user,35,19,54,71.0,55.0,126.0,5.0,0.3741830065359477,0.4116812227074253,40086.55664349697,9,0,311,0.22412090693165268,0.13135984539985657
hawkwing_lb,hawkwing_lb,,user,0,2,2,0.0,2.0,2.0,8.0,0.21498829039812647,0.224668015354291,0.0,8,0,541,0.0,0.5
haywoodjrrodger,haywoodjrrodger,,user,0,3,3,0.0,10.0,10.0,6.0,0.3335755813953488,0.35257806826434307,0.0,9,0,542,0.0,0.3333333432674408
hazlett92,hazlett92,,user,0,3,3,0.0,4.0,4.0,2.0,0.6666666666666666,0.75,0.0,19,0,543,0.0,0.1666666716337204
hbagration,hbagration,,user,0,3,3,0.0,6.0,6.0,6.0,0.32879656160458454,0.3496005809731304,0.0,20,0,544,0.0,0.5
hcayless,hcayless,,user,0,4,4,0.0,6.0,6.0,5.0,0.34563253012048195,0.3674655047204075,0.0,9,0,545,0.0,0.5
hcmid,hcmid,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,19,0,209,0.001475419764100957,0.0
hellenicstudies,hellenicstudies,,user,3,9,12,3.0,20.0,23.0,6.0,0.34462001504890893,0.37241630276564824,397.84306797458396,6,0,311,0.031615185108841606,0.3181818127632141
helmetnews,helmetnews,,user,0,3,3,0.0,4.0,4.0,5.0,0.3704600484261501,0.3952795933188101,0.0,9,0,546,0.0,0.3333333432674408
heml,heml,,user,0,3,3,0.0,8.0,8.0,6.0,0.3283261802575107,0.34887436456063947,0.0,9,0,547,0.0,0.3333333432674408
henon21197498,henon21197498,,user,0,5,5,0.0,8.0,8.0,6.0,0.25656791503633314,0.2752723311546843,0.0,2,0,548,0.0,0.4000000059604645
herne_kzn,herne_kzn,,user,0,2,2,0.0,2.0,2.0,7.0,0.2714370195150798,0.28585952899678374,0.0,9,0,549,0.0,0.5
highiqgirl,highiqgirl,,user,0,5,5,0.0,8.0,8.0,7.0,0.24069218668065023,0.2550523913269017,0.0,7,0,550,0.0,0.20000000298023224
historyscoper,historyscoper,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,12,0,551,7.638721290692608E-4,0.0
hockeyhallfame,hockeyhallfame,,user,6,0,6,8.0,0.0,8.0,0.0,0.0,0.0,0.0,9,0,174,0.030277265046931384,0.20000000298023224
hokstadconsult,hokstadconsult,,user,0,3,3,0.0,4.0,4.0,6.0,0.2908745247148289,0.30511982570806045,0.0,23,0,552,0.0,0.1666666716337204
holdengraber,holdengraber,,user,0,3,3,0.0,4.0,4.0,6.0,0.28651685393258425,0.30363108206245426,0.0,9,0,553,0.0,0.1666666716337204
holycrosscrec,holycrosscrec,,user,4,0,4,5.0,0.0,5.0,0.0,0.0,0.0,0.0,19,0,207,0.01489135418784796,0.25
hughs_news,hughs_news,,user,0,2,2,0.0,2.0,2.0,6.0,0.26577880718008107,0.278395061728395,0.0,9,0,554,0.0,0.5
humcommvideos,humcommvideos,,user,0,4,4,0.0,6.0,6.0,6.0,0.30764075067024127,0.3259259259259258,0.0,6,0,555,0.0,0.3333333432674408
ialaix,ialaix,,user,0,2,2,0.0,4.0,4.0,8.0,0.17783804726850058,0.185537918871253,0.0,20,0,556,0.0,0.5
iamintoprosecco,iamintoprosecco,,user,0,4,4,0.0,6.0,6.0,6.0,0.30764075067024127,0.3259259259259258,0.0,6,0,557,0.0,0.3333333432674408
iaspo,iaspo,,user,0,2,2,0.0,2.0,2.0,5.0,0.34253731343283583,0.3622004357298482,0.0,9,0,558,0.0,0.5
icsdirector,icsdirector,,user,4,0,4,8.0,0.0,8.0,0.0,0.0,0.0,0.0,19,0,265,0.022152299749292555,0.1666666716337204
idaostenberg,idaostenberg,,user,0,2,2,0.0,2.0,2.0,1.0,1.0,1.0,0.0,21,0,559,0.0,0.0
ifdhberlin,ifdhberlin,,user,0,3,3,0.0,4.0,4.0,5.0,0.3704600484261501,0.3952795933188101,0.0,9,0,560,0.0,0.3333333432674408
iipccanada,iipccanada,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0,1,356,7.638721290692608E-4,0.0
ilclassics,ilclassics,,user,0,2,2,0.0,2.0,2.0,7.0,0.22555282555282555,0.23780993879033188,0.0,19,0,561,0.0,0.5
ileana27ileana,ileana27ileana,,user,0,2,2,0.0,2.0,2.0,6.0,0.2606473594548552,0.2732752360203342,0.0,9,0,562,0.0,0.5
ilovegrammar,ilovegrammar,,user,0,2,2,0.0,2.0,2.0,7.0,0.22555282555282555,0.23780993879033188,0.0,19,0,563,0.0,0.5
imboerlyf3you,imboerlyf3you,,user,0,2,2,0.0,2.0,2.0,6.0,0.28598130841121494,0.3019970951343497,0.0,9,0,564,0.0,0.5
imideht,imideht,,user,0,3,3,0.0,6.0,6.0,6.0,0.31331058020477814,0.33253449527959317,0.0,9,0,565,0.0,0.3333333432674408
imogenherrad,imogenherrad,,user,0,3,3,0.0,4.0,4.0,5.0,0.3704600484261501,0.3952795933188101,0.0,9,0,566,0.0,0.3333333432674408
indirabrajesh,indirabrajesh,,user,0,3,3,0.0,4.0,4.0,7.0,0.2259970457902511,0.2392260607946892,0.0,19,0,567,0.0,0.6666666865348816
indwellinglang,indwellinglang,,user,0,6,6,0.0,10.0,10.0,1.0,1.0,1.0,0.0,21,0,570,0.0,0.13333334028720856
indy,indy,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,287,0.008864703602410767,0.0
indyfromspace,indyfromspace,,user,20,6,26,35.0,18.0,53.0,6.0,0.30945945945945946,0.3293668122270741,1525.6094144946235,9,0,311,0.13207076793358094,0.27355071902275085
ineslalowa,ineslalowa,,user,0,5,5,0.0,16.0,16.0,1.0,1.0,1.0,0.0,2,0,571,0.0,0.20000000298023224
ingerkuin,ingerkuin,,user,5,4,9,5.0,6.0,11.0,6.0,0.33406272793581326,0.3540756914119362,333.9009553422453,19,0,311,0.03711152661024597,0.1607142835855484
innesalison,innesalison,,user,0,8,8,0.0,24.0,24.0,5.0,0.3477272727272727,0.3730210602759629,0.0,9,0,572,0.0,0.3035714328289032
inrap,inrap,,user,22,5,27,48.0,8.0,56.0,6.0,0.25615212527964204,0.2736899563318779,2538.105456390011,2,0,311,0.10236282821909223,0.22166666388511658
intrinsecus,intrinsecus,,user,0,7,7,0.0,12.0,12.0,6.0,0.2678983833718245,0.28617097701149413,0.0,12,0,577,0.0,0.02380952425301075
invisibledata,invisibledata,,user,0,4,4,0.0,6.0,6.0,7.0,0.216,0.2280423280423293,0.0,20,0,578,0.0,0.75
iota_subscript,iota_subscript,,user,2,3,5,4.0,4.0,8.0,6.0,0.27590361445783135,0.2896288209606983,1370.3692771523813,16,0,311,0.01846704663137367,0.25
isawlib,isawlib,,user,0,16,16,0.0,90.0,90.0,5.0,0.39774696707105717,0.4326071169208441,0.0,9,0,579,0.0,0.3291666805744171
isawnyu,isawnyu,,user,18,2,20,50.0,2.0,52.0,7.0,0.2346311475409836,0.2484040341027248,721.8286159079933,9,0,311,0.1304788210520605,0.28947368264198303
iservedmynickel,iservedmynickel,,user,0,3,3,0.0,4.0,4.0,6.0,0.3068181818181818,0.32374727668845293,0.0,6,0,580,0.0,0.3333333432674408
issarchaeology,issarchaeology,,user,0,3,3,0.0,4.0,4.0,8.0,0.18225039619651348,0.19082815734989755,0.0,9,0,582,0.0,0.1666666716337204
itarizard,itarizard,,user,0,7,7,0.0,12.0,12.0,6.0,0.32058414464534074,0.34457700650759215,0.0,9,0,585,0.0,0.261904776096344
iuinfograd,iuinfograd,,user,0,6,6,0.0,10.0,10.0,7.0,0.24157894736842106,0.25710135906214393,0.0,20,0,586,0.0,0.1666666716337204
ivanaevacosta,ivanaevacosta,,user,0,2,2,0.0,4.0,4.0,6.0,0.3066132264529058,0.3226579520697166,0.0,6,0,587,0.0,0.5
ivyjl,ivyjl,,user,0,6,6,0.0,10.0,10.0,6.0,0.3392461197339246,0.362200435729848,0.0,6,0,588,0.0,0.36666667461395264
j_f_archaeology,j_f_archaeology,,user,4,20,24,8.0,38.0,46.0,5.0,0.3803986710963455,0.41815866084425174,2166.698775037895,21,0,311,0.030294944964733814,0.2142857164144516
jaakkokeskari,jaakkokeskari,,user,0,5,5,0.0,16.0,16.0,1.0,1.0,1.0,0.0,13,0,592,0.0,0.0
jackcoy4,jackcoy4,,user,0,2,2,0.0,4.0,4.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,593,0.0,0.5
jailton2468,jailton2468,,user,0,3,3,0.0,4.0,4.0,8.0,0.17025222551928784,0.17911090362070817,0.0,2,0,594,0.0,0.3333333432674408
jajrenshaw,jajrenshaw,,user,0,2,2,0.0,2.0,2.0,7.0,0.23881373569198752,0.24851644361448344,0.0,2,0,595,0.0,0.5
jakenabel,jakenabel,,user,0,5,5,0.0,8.0,8.0,5.0,0.3719611021069692,0.3985475671750191,0.0,19,0,596,0.0,0.25
janebrinley,janebrinley,,user,1,0,1,1.0,0.0,1.0,0.0,0.0,0.0,0.0,9,0,275,0.004595261433688454,0.0
janellepeters,janellepeters,,user,0,2,2,0.0,2.0,2.0,6.0,0.3097165991902834,0.3269063180827885,0.0,9,0,597,0.0,0.5
jaoreror,jaoreror,,user,0,5,5,0.0,8.0,8.0,6.0,0.25656791503633314,0.2752723311546843,0.0,2,0,598,0.0,0.4000000059604645
jaredsimard,jaredsimard,,user,26,71,97,94.0,646.0,740.0,5.0,0.4726522187822497,0.5350072780203796,18931.123672416947,21,0,311,0.16657282970998943,0.08946648240089417
jcollinselliott,jcollinselliott,,user,0,2,2,0.0,2.0,2.0,2.0,0.75,0.8333333333333334,0.0,19,0,600,0.0,0.5
jd_phd,jd_phd,,user,25,35,60,46.0,102.0,148.0,5.0,0.3955094991364421,0.4435589519650675,23111.970554709675,9,0,311,0.18535681571110965,0.1316489428281784
jedwardwalters,jedwardwalters,,user,0,2,2,0.0,2.0,2.0,6.0,0.3066132264529058,0.3226579520697166,0.0,6,0,601,0.0,0.5
jelsamina,jelsamina,,user,0,2,2,0.0,2.0,2.0,6.0,0.3097165991902834,0.3269063180827885,0.0,9,0,602,0.0,0.5
jeltzz,jeltzz,,user,0,2,2,0.0,2.0,2.0,6.0,0.3097165991902834,0.3269063180827885,0.0,9,0,603,0.0,0.5
jennisifire,jennisifire,,user,0,5,5,0.0,12.0,12.0,6.0,0.3126702997275204,0.33246187363834406,0.0,6,0,604,0.0,0.20000000298023224
jenserventi,jenserventi,,user,3,0,3,5.0,0.0,5.0,0.0,0.0,0.0,0.0,21,0,230,0.027402554479227043,1.0
jerolynmorrison,jerolynmorrison,,user,4,4,8,11.0,12.0,23.0,6.0,0.26186392224128074,0.2768195050946144,1156.446273171273,16,0,311,0.013891732630596872,0.2142857164144516
jessica_wigle,jessica_wigle,,user,0,3,3,0.0,4.0,4.0,5.0,0.3704600484261501,0.3952795933188101,0.0,9,0,605,0.0,0.3333333432674408
jfount,jfount,,user,0,2,2,0.0,2.0,2.0,7.0,0.21569548872180452,0.22550057059861106,0.0,20,0,606,0.0,0.5
jhupress,jhupress,,user,9,4,13,11.0,7.0,18.0,5.0,0.284472049689441,0.3026564774381367,2767.440033984128,9,0,311,0.04668141600798432,0.3272727131843567
jimmyelwing,jimmyelwing,,user,0,2,2,0.0,2.0,2.0,6.0,0.3099257258609048,0.327269426289034,0.0,9,0,607,0.0,0.0
jivecambridge,jivecambridge,,user,0,14,14,0.0,52.0,52.0,6.0,0.2580101180438449,0.2854393609295571,0.0,2,0,608,0.0,0.08791209012269974
